"Time [us]",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
"re(SP(Di1)) [uv]",-344.236950833375,-238.638035756847,355.877960659986,239.80926966919,-355.239435557345,-239.377777789026,355.557112047706,239.622322109362,-355.364021477379,-239.467679470362,355.488662183073,239.568124220911,-355.408247220852,-239.504647713331,355.457141387554,239.540794925557,-355.432285431095,-239.526058316181,355.437857882201,239.523253127674,-355.448387721149,-239.54096199752,355.423957843242,239.510196677214,-355.460733780938,-239.552710004116,355.412711874311,239.499369559832,-355.471215136743,-239.562910769453,355.40273267894,239.489557596529,-355.480910773382,-239.572538648726,355.393125328949,239.479923951283,-355.490618055524,-239.582368369035,355.383121904753,239.469691980724,-355.501138264754,-239.593242859163,355.371818929514,239.45787591748,-355.513565231886,-239.606395362702,355.357804748188,239.442836196412,-355.529830439736,-239.624133557304,355.338282482147,239.42113229047,-355.554233543923,-239.651923798927,355.306168557208,239.383383492071,-355.599515338318,-239.707601074745,355.235550984414,239.290108053946,-355.729820915704,-239.905613514352,354.88762509997,238.434150489739,-342.353225287265,-231.147146403496,344.745092208511,231.398331362786,-344.593837696361,-231.285639205131,344.685387294012,231.36362315607,-344.616939085541,-231.302295858629,344.672712362241,231.353591569386,-344.625122156693,-231.309134207653,344.666883006229,231.348538357993,-344.629566094854,-231.313091793957,344.663319068662,231.345296705513,-344.632541409193,-231.315845359555,344.660751171012,231.342884861141,-344.63482184163,-231.318015158798,344.658674248216,231.340885433339,-344.636757286624,-231.319898666931,344.656831770056,231.33907394573,-344.638547186811,-231.321675949194,344.655058386008,231.33729581683,-344.640338796948,-231.323490044137,344.653212350231,231.335407726706,-344.642279946958,-231.325496427891,344.651127056938,231.333227934387,-344.64457225938,-231.32792237614,344.648542399278,231.330454393491,-344.647571495649,-231.33119286642,344.644943403416,231.326453740176,-344.652069012841,-231.336313760671,344.639026955451,231.319500778513,-344.66040714906,-231.346562573194,344.626033727721,231.302348737295,-344.684348391711,-231.382895521938,344.562352743653,231.146788488433,-343.255124031614,-233.592917538114,343.255124031612,233.592917538117,-343.255124031616,-233.592917538112,343.255124031614,233.592917538115,-343.25512403161,-233.592917538119,343.255124031614,233.592917538113,-343.255124031612,-233.592917538117,343.255124031609,233.59291753812,-343.255124031614,-233.592917538104,343.255124031618,233.592917538107,-343.255124031616,-233.592917538112,343.255124031619,233.592917538105,-343.255124031617,-233.59291753811,343.255124031615,233.592917538113,-343.255124031618,-233.592917538106,343.255124031616,233.592917538111
"re(SP(Dq1)) [uv]",228.873235590267,-356.288634050227,-239.987001558752,355.116458897097,239.27458574074,-355.651601599659,-239.712565093496,355.275954567899,239.380728913018,-355.575076953294,-239.654337259849,355.322036758725,239.418318096401,-355.543665786734,-239.627561494072,355.345246965166,239.438729414867,-355.525488628899,-239.611192612276,355.360135411326,239.452394435877,-355.512842201809,-239.599399037533,355.371212169581,239.462867566157,-355.502877255411,-239.58986071372,355.380394520385,239.471756006452,-355.494227398961,-239.581399347224,355.388713505488,239.479975795255,-355.486065613958,-239.573255521854,355.396879062338,239.48820320204,-355.477735012989,-239.56477830591,355.40554933188,239.497117058549,-355.468521672992,-239.555202691044,355.415558797989,239.507643114907,-355.457382080974,-239.543334449293,355.428294216403,239.521414709717,-355.442365160519,-239.526809380483,355.446663240603,239.542064726311,-355.418853422486,-239.499645614277,355.478585014174,239.580344735063,-355.371803475641,-239.439999749984,355.557316648205,239.690229517166,-355.205069447438,-239.147849502975,356.27038771616,233.310685265989,-344.489813009868,-231.25318480707,344.695786394099,231.364066004784,-344.621889121225,-231.310506046434,344.662379399042,231.341800008816,-344.637957669566,-231.322741121069,344.652691371912,231.333894259897,-344.644566259232,-231.328376034383,344.647805668487,231.329596835484,-344.648393991648,-231.331823536176,344.644669510806,231.326718004077,-344.651058558084,-231.334308689028,344.642335160487,231.324510645556,-344.653159006831,-231.336319392498,344.640399330969,231.322636623363,-344.654982872855,-231.33810365416,344.638644958856,231.320903039423,-344.656704352514,-231.33982147384,344.636922426783,231.319167329947,-344.658461965655,-231.341610157758,344.635092865152,231.317286216191,-344.660406441687,-231.343631266091,344.632979994661,231.315064090381,-344.662758323709,-231.346137252289,344.630290598124,231.312155523084,-344.665930327891,-231.349628332891,344.626409331776,231.307791497906,-344.670900163619,-231.355371504707,344.619658274471,231.299692997688,-344.680858209755,-231.368002231163,344.602973945476,231.27638304592,-344.716284772769,-231.430265618908,344.449686369276,233.592917538109,-343.255124031612,-233.592917538113,343.255124031609,233.592917538107,-343.255124031613,-233.592917538111,343.25512403161,233.592917538115,-343.255124031608,-233.592917538109,343.255124031612,233.592917538113,-343.255124031609,-233.592917538116,343.255124031607,233.592917538111,-343.255124031618,-233.592917538104,343.255124031616,233.592917538107,-343.255124031613,-233.592917538102,343.255124031617,233.592917538106,-343.255124031615,-233.592917538109,343.255124031612,233.592917538103,-343.255124031616,-233.592917538107,343.255124031614
"re(SP(Di2)) [uv]",-74.1529829105402,-261.445707789893,71.8721990385422,261.242838470911,-72.0092880119812,-261.355328894529,71.9101221065747,261.264656766933,-71.9948483545163,-261.344955706229,71.9179950950715,261.270875632223,-71.9897832734256,-261.34072829157,71.9215949730729,261.273993412428,-71.9870435397964,-261.338290069086,71.9237893323016,261.275988237076,-71.9852135318866,-261.336597233098,71.9253673470561,261.277469761092,-71.9838132583153,-261.335265368536,71.9266417679652,261.278696229271,-71.9826264122819,-261.334110724502,71.927770922249,261.279806066092,-71.9815301178182,-261.3330224696,71.9288564811431,261.280894219512,-71.9804340283576,-261.331912945369,71.9299852089082,261.282048314244,-71.97924786627,-261.330687311149,71.9312586262867,261.283378980765,-71.977849017002,-261.329207478039,71.9328346317085,261.285069421899,-71.9760218771246,-261.327216110827,71.9350247876523,261.287502480861,-71.9732885674389,-261.32410644574,71.9386142231502,261.291716152741,-71.9682420804672,-261.317913630028,71.9464490381202,261.302029919623,-71.953903190268,-261.296290383405,71.9838940484767,261.390340602803,-71.3861406397759,-255.386254517687,72.5753611875154,255.513753843978,-72.5033595221473,-255.463328841052,72.54192157496,255.494267943755,-72.5163459351485,-255.472700143778,72.5347862646185,255.488618202037,-72.5209562009046,-255.476553891689,72.5315003620056,255.485769227922,-72.5234621046758,-255.47878588593,72.5294901037653,255.483940532029,-72.5251407401931,-255.480339573089,72.5280410409931,255.482579408994,-72.5264278086518,-255.481564297592,72.5268686512578,255.481450682175,-72.5275204919283,-255.482627731228,72.5258283144933,255.48042777765,-72.5285312710621,-255.483631448305,72.5248267359229,255.479423456065,-72.5295432711134,-255.484656214488,72.5237838589964,255.478356750847,-72.5306400278172,-255.485789907907,72.522605492655,255.477124891221,-72.5319355786796,-255.48716110123,72.5211444631104,255.475556941538,-72.5336312946388,-255.489010387534,72.5191091729801,255.473294197123,-72.5361754542451,-255.49190768771,72.5157610860696,255.469358614963,-72.5408964375436,-255.497712530143,72.5083985103988,255.459633602589,-72.5544825097145,-255.518358499693,72.4721200002271,255.370373649642,-71.3795558810116,-255.482110605107,71.3795558810087,255.482110605107,-71.3795558810134,-255.482110605106,71.3795558810105,255.482110605107,-71.3795558810077,-255.482110605107,71.3795558810121,255.482110605106,-71.3795558810095,-255.482110605107,71.3795558810066,255.482110605108,-71.3795558810109,-255.482110605105,71.3795558810156,255.482110605105,-71.3795558810132,-255.482110605106,71.3795558810173,255.482110605105,-71.3795558810148,-255.482110605106,71.3795558810119,255.482110605106,-71.3795558810164,-255.482110605105,71.3795558810136,255.482110605106
"re(SP(Dq2)) [uv]",255.242704244848,-72.4582610312016,-261.563085274296,71.7847401614214,261.180514828062,-72.0542895390123,-261.387944378946,71.886770505412,261.248503167164,-72.0052321560903,-261.350594563055,71.9163426308234,261.272633476747,-71.9850621319893,-261.333397024876,71.9312530649099,261.285748155939,-71.9733811629918,-261.32287665555,71.9408231239008,261.294532797774,-71.9652504955657,-261.315293583965,71.9479459277861,261.301268007945,-71.9588415876482,-261.309158592886,71.9538523871569,261.306985811765,-71.9532768841576,-261.303714790597,71.9592049321569,261.312274870246,-71.9480248164035,-261.298473949988,71.9644600885298,261.317570166795,-71.9426627596406,-261.293017169227,71.9700415075038,261.323308782951,-71.9367309244623,-261.286851641992,71.9764868708338,261.330087332169,-71.9295566685122,-261.27920742858,71.9846904096898,261.338959243021,-71.9198814070841,-261.268559164007,71.9965284903107,261.352269382431,-71.9047240610586,-261.25104390817,72.0171166293917,261.376965380054,-71.8743594812624,-261.212532928396,72.067981215659,261.448017545984,-71.7664020287559,-261.02288740845,72.5342104833138,254.936441706744,-72.5637229931408,-255.502844916006,72.5112036377191,255.468749200184,-72.5383287463951,-255.492081209259,72.5174206605641,255.47287261448,-72.5353624138944,-255.489827599158,72.5192021210994,255.474324419913,-72.534150124848,-255.488794851925,72.5200968696517,255.475110910313,-72.5334500046961,-255.48816460773,72.5206699266326,255.475636721574,-72.532963520278,-255.487711045731,72.5210958203111,255.476039316571,-72.5325805410321,-255.487344536409,72.5214485833458,255.476380724742,-72.5322483569332,-255.487019648203,72.5217679494214,255.476696228958,-72.5319351319263,-255.486707164886,72.5220812139732,255.477011813043,-72.5316156440714,-255.48638211051,72.5224136120884,255.477353487687,-72.5312625561417,-255.486015210229,72.5227970581066,255.477756637561,-72.5308360037165,-255.485560865404,72.5232844755053,255.478283566149,-72.5302615998122,-255.484928983757,72.5239866071632,255.479072559012,-72.5293636900898,-255.483892168902,72.5252042490883,255.48053160645,-72.5275720847938,-255.481623694648,72.5281937139473,255.484694232603,-72.5212792264776,-255.470674550028,72.5543807382212,255.482110605106,-71.3795558810086,-255.482110605107,71.3795558810058,255.482110605105,-71.3795558810105,-255.482110605106,71.3795558810075,255.482110605107,-71.3795558810048,-255.482110605106,71.3795558810093,255.482110605106,-71.3795558810065,-255.482110605107,71.3795558810038,255.482110605106,-71.3795558810156,-255.482110605105,71.3795558810131,255.482110605106,-71.3795558810102,-255.482110605104,71.3795558810149,255.482110605105,-71.3795558810119,-255.482110605106,71.3795558810091,255.482110605104,-71.379555881014,-255.482110605105,71.3795558810109
"re(SP(Di3)) [uv]",59.5839065559716,-263.369890481441,-63.2082895575272,262.962436116694,62.9420465830012,-263.174533840452,-63.1245306020221,263.01102583776,62.9743503763673,-263.15125918886,-63.1068289206577,263.025030347159,62.9857707506878,-263.141717920982,-63.0986971656689,263.032078146214,62.9919678249656,-263.136199818021,-63.0937285360661,263.036596968966,62.9961149608109,-263.13236211924,-63.0901499115866,263.039957849605,62.9992924819104,-263.129338967607,-63.0872563594956,263.042743255248,63.0019885839755,-263.126715373919,-63.084690069919,263.045266232982,63.0044813525884,-263.124240318631,-63.0822205828919,263.047742187352,63.0069759370953,-263.121714572026,-63.0796505152861,263.050370646882,63.0096780976005,-263.118921779488,-63.0767480741365,263.05340441066,63.0128682346901,-263.115545921179,-63.0731516512984,263.057263322311,63.0170407745495,-263.110996473958,-63.0681457912912,263.062827160625,63.0232947475881,-263.103876798317,-63.0599215477799,263.072490143424,63.0348797967145,-263.089641599662,-63.0418818397016,263.096290898969,63.0680755415682,-263.039326256827,-62.953899321967,263.309790663804,62.5534236605722,-254.553513282317,-60.6839458947042,254.739811278323,60.7881729746221,-254.66739173904,-60.7332212567696,254.711125722107,60.7690655160687,-254.681175488605,-60.7437137148875,254.702819268011,60.762288283647,-254.686839974513,-60.7485430893678,254.698632394845,60.7586058454496,-254.690119700569,-60.7514968321537,254.695945559974,60.7561395990195,-254.692402279419,-60.7536256224087,254.693946031397,60.7542489219784,-254.694201317492,-60.7553477322421,254.692288105514,60.7526439832994,-254.695763251886,-60.7568757024347,254.690785777364,60.7511595013881,-254.697237324927,-60.7583465979269,254.689310890557,60.7496733759276,-254.698742159166,-60.7598779875846,254.687744552097,60.7480629537742,-254.700406770877,-60.7616081428684,254.685935909032,60.7461608580822,-254.702419855653,-60.763753042291,254.683634130572,60.7436716186913,-254.705134408449,-60.766740481926,254.680313009977,60.7399376821718,-254.709386336005,-60.7716535660985,254.674538362559,60.7330114070041,-254.717901579137,-60.7824519571776,254.660278468542,60.7130967244298,-254.748148732213,-60.8355487156015,254.529999592654,62.4355231485394,-254.408213818062,-62.4355231485425,254.408213818061,62.4355231485377,-254.408213818062,-62.4355231485405,254.408213818061,62.4355231485435,-254.408213818061,-62.4355231485391,254.408213818062,62.4355231485415,-254.408213818061,-62.4355231485443,254.40821381806,62.4355231485402,-254.408213818063,-62.4355231485355,254.408213818063,62.4355231485378,-254.408213818062,-62.4355231485339,254.408213818063,62.4355231485364,-254.408213818063,-62.4355231485392,254.408213818062,62.4355231485348,-254.408213818063,-62.4355231485375,254.408213818062
"re(SP(Dq3)) [uv]",253.523016010914,62.297655520549,-263.462613469741,-63.2927182964245,262.902140439171,62.900618182069,-263.201786759418,-63.1408953163052,263.003263686492,62.973563704539,-263.14626072998,-63.0969385134747,263.039127442509,63.0035386342809,-263.120705265093,-63.0747831620321,263.058613356545,63.0208934411275,-263.105075511752,-63.0605658356454,263.071663375913,63.0329715346662,-263.093811229176,-63.049985572436,263.081667625209,63.0424908540378,-263.084698995331,-63.0412129862056,263.090159812341,63.0507554670394,-263.076614121081,-63.0332638145438,263.098014531855,63.0585550878406,-263.06883133627,-63.0254599339649,263.105877854813,63.0665173780021,-263.060728562276,-63.0171722672222,263.114398746013,63.0753249621984,-263.051574213396,-63.0076026690547,263.12446276791,63.0859761873473,-263.040225604889,-62.9954240722927,263.137633147422,63.1003386073799,-263.024419460322,-62.9778525794932,263.157388637166,63.1228344958631,-262.998425804426,-62.9473009926042,263.19403258015,63.1678842368733,-262.941298321637,-62.8718630174806,263.299381370888,63.3278816573307,-262.660467795167,-62.1830476389528,253.834882191091,60.6845376746743,-254.732950816051,-60.783147930118,254.670240056291,60.7342356231394,-254.711598542347,-60.7707513097994,254.678485268584,60.7401779101716,-254.707078198544,-60.7671745479048,254.681402385104,60.7426152790663,-254.705000730753,-60.7653738816542,254.682985790694,60.7440252752956,-254.703731077877,-60.7642191211304,254.684045609225,60.7450060503726,-254.702816482842,-60.7633601490521,254.684857741685,60.745778749042,-254.702076889817,-60.7626481805818,254.6855469001,60.7464493890061,-254.701420882964,-60.7620032309369,254.686184141366,60.7470821158644,-254.700789565918,-60.76137024683,254.686821902205,60.7477278577541,-254.700132478071,-60.7606982146198,254.687512794103,60.748441939816,-254.699390341645,-60.7599224795133,254.688328536337,60.7493051973959,-254.698470654028,-60.7589356348802,254.689395623629,60.7504687203914,-254.697190348551,-60.7575125525629,254.69099530944,60.7522899523992,-254.695086417427,-60.7550403579606,254.693959543494,60.755932720029,-254.690469356405,-60.7489475413633,254.702459959521,60.7688230620265,-254.66790873887,-60.6940604091305,254.408213818062,62.4355231485425,-254.408213818062,-62.4355231485453,254.408213818063,62.4355231485408,-254.408213818062,-62.4355231485438,254.408213818061,62.4355231485463,-254.408213818063,-62.4355231485417,254.408213818062,62.4355231485447,-254.408213818061,-62.4355231485472,254.408213818062,62.4355231485354,-254.408213818063,-62.4355231485379,254.408213818063,62.4355231485409,-254.408213818064,-62.435523148536,254.408213818063,62.4355231485393,-254.408213818062,-62.435523148542,254.408213818064,62.435523148537,-254.408213818063,-62.4355231485403
"re(SP(Di4)) [uv]",285.205563669503,-397.59772761208,-297.609580354412,396.287996539111,296.816545798297,-396.881734343418,-297.301035008149,396.467335176573,296.935901390908,-396.795680852623,-297.235554901031,396.519157939316,296.978173815561,-396.760355714291,-297.205442435262,396.545260754491,297.001129106673,-396.73991289853,-297.187033171801,396.562005138537,297.016497635324,-396.725689877891,-297.173769269307,396.574462907494,297.028276562459,-396.714482455389,-297.163041626255,396.584790225436,297.038273352957,-396.704753969497,-297.153525106593,396.594146635628,297.047518223002,-396.695574310793,-297.144365621448,396.603330588435,297.056771765843,-396.686204676363,-297.134831057766,396.613082313882,297.066797491768,-396.675842078351,-297.124060960211,396.624340420446,297.078636673311,-396.663312775458,-297.110712052073,396.638664754438,297.094126532306,-396.646422128171,-297.092124975474,396.659326002928,297.117353572329,-396.619976030588,-297.061570785872,396.695232447883,297.160412475009,-396.567051515611,-296.994476307951,396.783798501751,297.284027723177,-396.379472374172,-296.665764999518,397.586350491779,289.889667273751,-385.225093241141,-287.77251455991,385.436625810692,287.885730367817,-385.361658323141,-287.831797561218,385.402072582651,287.862699353702,-385.378279439089,-287.844453635974,385.392051043863,287.854521349943,-385.385115679278,-287.85028270631,385.386996963296,287.850075795755,-385.389075372309,-287.853849077043,385.38375265802,287.847097678957,-385.391831844292,-287.85641995558,385.381337776583,287.844814163751,-385.394004767123,-287.858500041953,385.379335142836,287.842875465603,-385.39589158251,-287.860345890252,385.377520211737,287.841082036335,-385.397672493508,-287.862123018749,385.375738204304,287.83928639262,-385.399490801205,-287.863973474285,385.373845455066,287.837340306275,-385.401502443148,-287.866064400754,385.371659590898,287.835041406067,-385.403935589633,-287.868656984084,385.368877250182,287.832032309546,-385.407217240847,-287.8722687565,385.364861783937,287.82751736874,-385.412358972887,-287.878210613665,385.357877116881,287.819138551218,-385.422661825011,-287.891278889277,385.340614464482,287.795019918409,-385.459319080885,-287.955710673537,385.181952139893,290.225553449655,-383.799496039071,-290.22555344966,383.799496039067,290.225553449653,-383.799496039073,-290.225553449657,383.79949603907,290.225553449661,-383.799496039066,-290.225553449655,383.799496039071,290.225553449659,-383.799496039068,-290.225553449663,383.799496039065,290.225553449656,-383.799496039079,-290.225553449649,383.799496039075,290.225553449653,-383.799496039072,-290.225553449647,383.799496039078,290.225553449651,-383.799496039074,-290.225553449655,383.799496039071,290.225553449648,-383.799496039077,-290.225553449652,383.799496039073
"re(SP(Dq4)) [uv]",385.026765938676,296.173916441163,-397.100621740291,-297.387193872953,396.442189567944,296.944445139534,-396.76635803647,-297.192416555054,396.571998151453,297.038117698236,-396.695035909819,-297.135943745253,396.618080686197,297.076638331869,-396.662191261973,-297.10746648005,396.643128744054,297.098948490343,-396.642097494476,-297.089187541956,396.659907735089,297.114478544889,-396.627613225518,-297.07558228492,396.672772770936,297.126720414593,-396.615894473829,-297.064299970936,396.683694807707,297.137350083453,-396.605495672264,-297.054075415062,396.693798163072,297.147382849523,-396.595484281547,-297.044036605937,396.703913723571,297.157626015732,-396.585060086819,-297.033374232278,396.714876480885,297.168957978998,-396.573281589347,-297.021061035424,396.727826312132,297.182663904994,-396.558677692854,-297.00538840369,396.744776050044,297.201148677726,-396.538333690941,-296.982770847379,396.770206536867,297.23010903997,-396.504867410946,-296.943432149025,396.81739587033,297.28813232743,-396.43127341076,-296.84622371712,396.953198942854,297.494506154966,-396.068631742208,-295.953902999974,382.843726263314,287.647948135779,-385.495625626348,-287.926776778202,385.328260669857,287.802436986001,-385.429008632046,-287.888046954126,385.354040026389,287.821025081178,-385.4148636622,-287.876851725441,385.363172430314,287.828656836967,-385.40835791086,-287.87121213616,385.368132076854,287.833073715914,-385.404380345618,-287.867594244218,385.371452731667,287.836146895242,-385.401514375437,-287.864902432859,385.373997884414,287.838568578987,-385.399196343582,-287.862670886574,385.376158025368,287.840670758548,-385.397139952634,-287.86064907952,385.378155743185,287.842654397905,-385.395160659664,-287.858664486316,385.380155387489,287.844679142467,-385.393100260589,-287.856557144536,385.382321955898,287.846918525556,-385.390772798256,-287.854124202263,385.384880493025,287.849626226804,-385.387887945704,-287.851028518116,385.388228099059,287.853276608344,-385.383870882654,-287.84656311849,385.393248109452,287.858992451285,-385.377267010774,-287.838802236521,385.402555214455,287.870432413152,-385.362763439395,-287.819656023799,385.429280770979,287.910992703473,-385.291666986417,-287.645940205247,383.799496039074,290.22555344966,-383.799496039071,-290.225553449664,383.799496039076,290.225553449657,-383.799496039073,-290.225553449662,383.799496039069,290.225553449665,-383.799496039075,-290.225553449659,383.799496039072,290.225553449663,-383.799496039068,-290.225553449667,383.799496039073,290.225553449649,-383.799496039078,-290.225553449652,383.799496039076,290.225553449657,-383.79949603908,-290.22555344965,383.799496039077,290.225553449655,-383.799496039075,-290.225553449659,383.799496039079,290.225553449652,-383.799496039076,-290.225553449656
"re(SP(Di5)) [uv]",-246.08030219954,-51.0351820795061,256.455315521042,52.070572976116,-255.871077502747,-51.6610700652375,256.184644320039,51.9130353583843,-255.976001389489,-51.7367545758939,256.127034780288,51.8674299937694,-256.013209649457,-51.7678528788782,256.100521829034,51.8444447385604,-256.033425329171,-51.7858575256411,256.084306920679,51.8296952112597,-256.04696379073,-51.7983876304162,256.072621129017,51.8187190753355,-256.057342324588,-51.8082630594909,256.063168043738,51.8096183697817,-256.06615211786,-51.8168367433721,256.054780843211,51.8013719684182,-256.07430051387,-51.8249279594553,256.046707113549,51.7932763754336,-256.082457749874,-51.833187840007,256.038301521133,51.7846790039544,-256.091297036422,-51.842324505776,256.028805162885,51.7747519136885,-256.101736986298,-51.8533735547091,256.017032726782,51.7621185423995,-256.115399117248,-51.8682721649373,256.000636577414,51.7438912520177,-256.135891784512,-51.8916073200625,255.97367338735,51.7122004370779,-256.173901682123,-51.938335672299,255.914418363839,51.6339549467779,-256.283167286768,-52.1042724663831,255.623193438063,50.9198551625762,-246.563663676318,-49.670586366752,247.430314152521,49.7662133445122,-247.369072108005,-49.7181759976226,247.409883140146,49.7543550490626,-247.37695800594,-49.7238587395909,247.405560552012,49.7509349526793,-247.379747228232,-49.7261891648514,247.403574295551,49.7492133883508,-247.381261042749,-49.7275371653172,247.402360488663,49.7481094374342,-247.382274214756,-49.7284747606281,247.401486170324,49.7472883018304,-247.38305056569,-49.7292134077198,247.400779176768,49.7466077214906,-247.38370933572,-49.7298544703266,247.400152107196,49.7459912264776,-247.384318457475,-49.7304592719989,247.399548657966,49.7453861886436,-247.384928056218,-49.7310764943212,247.398920596001,49.7447438479071,-247.385588417646,-49.7317590150156,247.398211267511,49.7440024132563,-247.386368082482,-49.7325840848619,247.397332273999,49.7430592458767,-247.387387927471,-49.7336960800388,247.396108687646,49.74169923192,-247.388916687802,-49.7354365244528,247.394098136925,49.7393368354573,-247.391749165599,-49.7389172163142,247.389686759224,49.7335159026357,-247.39986934794,-49.7512287600682,247.368146474921,49.6811629230627,-247.154250225509,-51.4694266568812,247.154250225508,51.4694266568839,-247.154250225509,-51.4694266568795,247.154250225509,51.4694266568825,-247.154250225508,-51.469426656885,247.154250225509,51.4694266568806,-247.154250225509,-51.4694266568834,247.154250225508,51.4694266568859,-247.154250225509,-51.4694266568744,247.15425022551,51.4694266568767,-247.154250225509,-51.4694266568798,247.15425022551,51.4694266568751,-247.15425022551,-51.4694266568782,247.154250225509,51.4694266568808,-247.15425022551,-51.469426656876,247.15425022551,51.4694266568793
"re(SP(Dq5)) [uv]",48.5479545248269,-256.332032002909,-51.9684086894498,255.943841388288,51.7120347478845,-256.149740188738,-51.890341561432,255.98910890443,51.7421224263084,-256.128065688044,-51.8738587500395,256.002148003749,51.7527548143637,-256.119183237756,-51.866288833081,256.00870860134,51.7585233009228,-256.114046918241,-51.8616640933106,256.012914565423,51.7623832272215,-256.110475070859,-51.8583334353792,256.016042512632,51.7653404744556,-256.1076615356,-51.8556405535921,256.018634711093,51.7678495293224,-256.105219991267,-51.8532523681601,256.020982560626,51.7701692374719,-256.10291679539,-51.8509543824155,256.023286535962,51.7724905199256,-256.100566545359,-51.848562921584,256.025732298765,51.7750048271965,-256.09796794276,-51.8458623333501,256.02855503431,51.7779730119742,-256.09482701054,-51.8425162449894,256.032145272364,51.7818549624825,-256.090594496329,-51.8378592280181,256.037321242502,51.7876727778627,-256.08397158478,-51.830209127446,256.046309214435,51.7984479319052,-256.070732487881,-51.8134332617558,256.068439823613,51.8293088906855,-256.02396894421,-51.7317045586017,256.266459653853,51.6228082552779,-247.245881814441,-49.6644666331301,247.440417584064,49.7735196628571,-247.36448381703,-49.7157719269216,247.41055332212,49.753628154308,-247.378832663132,-49.7266942779822,247.401906699489,49.7465734812426,-247.384728967284,-49.7317212443465,247.397548558692,49.742740437631,-247.38814280668,-49.7347957529592,247.394751885081,49.7401733822057,-247.390518676808,-49.7370115401651,247.392670649819,49.7382054533683,-247.392391216157,-49.7388040026383,247.390944998609,49.7365349587458,-247.394016945316,-49.7403943759825,247.389381318782,49.734989858084,-247.395551208005,-49.7419253273486,247.387846217179,49.7334430630823,-247.397117471367,-49.7435192258287,247.386215947855,49.7317669155306,-247.398850015013,-49.7453199823772,247.384333506693,49.729787215177,-247.400945225398,-49.747552376569,247.381937843636,49.7271964562467,-247.403770473491,-49.7506616233518,247.378481330502,49.7233103228803,-247.408195679028,-49.7557748862527,247.372471460571,49.7161020012776,-247.417057542781,-49.7670126243136,247.357631756121,49.6953783239571,-247.448531656995,-49.8222573947392,247.222122694785,51.469426656878,-247.154250225508,-51.4694266568811,247.154250225508,51.4694266568765,-247.154250225508,-51.4694266568793,247.154250225508,51.4694266568822,-247.154250225507,-51.469426656878,247.154250225508,51.4694266568804,-247.154250225508,-51.4694266568831,247.154250225507,51.4694266568792,-247.15425022551,-51.4694266568746,247.154250225509,51.4694266568766,-247.154250225509,-51.469426656873,247.15425022551,51.4694266568754,-247.154250225509,-51.4694266568781,247.154250225508,51.4694266568738,-247.154250225509,-51.4694266568765,247.154250225509
